,Hymn Number,Hymn Title,Hymn Text
90,66," Come, thou long-expected Jesus"," Come, thou long-expected Jesus
born to set thy people free;
from our fears and sins release us,
let us find our rest in thee. Israel's strength and consolation,
hope of all the earth thou art:
dear desire of every nation,
joy of every longing heart. Born thy people to deliver,
born a child, and yet a king,
born to reign in us for ever,
now thy gracious kingdom bring. By thine own eternal Spirit
rule in all our hearts alone;
by thine all-sufficient merit,
raise us to thy glorious throne."
91,S66," Let us bless the Lord, alleluia, alleluia","et us bless the Lord, alleluia, alleluia.
Thanks be to God, alleluia, alleluia."
92,67," Comfort, comfort ye my people"," Comfort, comfort ye my people,
speak ye peace, thus saith our God;
comfort those who sit in darkness
mourning 'neath their sorrows' load.
Speak ye to Jerusalem
of the peace that waits for them;
tell her that her sins I cover,
and her warfare now is over. Hark, the voice of one that crieth
in the desert far and near,
calling us to new repentance
since the kingdom now is here.
Oh, that warning cry obey!
Now prepare for God a way;
let the valleys rise to meet him,
and the hills bow down to greet him. Make ye straight what long was crooked,
make the rougher places plain;
let your hearts be true and humble,
as befits his holy reign.
For the glory of the Lord
now o'er earth is shed abroad;
and all flesh shall see the token
that the word is never broken."
93,S67, The Great Litany," God the Father, Creator of heaven and earth,
Have mercy upon us.
O God the Son, Redeemer of the world,
Have mercy upon us.
O God the Holy Ghost, Sanctifier of the faithful,
Have mercy upon us.
O holy, blessed, and glorious Trinity, one God,
Have mercy upon us.emember not, Lord Christ, our offences, nor the offenses of our forefathers;
neither reward us according to our sins. Sparu us, good Lord, spare thy people,
whom tho hast redeemed with thy most precious blood, and by thy mercy preserve us for ever.
Spare us, good Lord.rom all evil and wickedness; from sin; from the crafts and assaults of the devil;
and from everlasting damnation,
Good Lord, deliver us.e sinners do beseech thee to hear us, O Lord God;
and that it may please thee to rule and govern thy
holy Church Universal in the right way,
We beseech thee to hear us, good Lord.on of God, we beseech thee to hear us.
Son of God, we beseech thee to hear us. Lamb of God, that takest away the sins of the world,
Have mercy upon us.
O Lamb of God that takest away the sins of the world,
Have mercy upon us.
O Lamb of God, that takest away the sins of the world,
Grant us thy peace. Christ, hear us.
O Christ, hear us.ord, have mercy upon us.
Christ, have mercy upon us.
Lord, have mercy upon us.r
Kyrie eleison.
Christe eleison.
Kyrie eleison.ur Father, who art in heaven... from evil. Amen. Lord, let thy mercy be showed upon us.
As we do put our trust in thee."
94,68," Rejoice! rejoice, believers"," Rejoice! rejoice, believers,
and let your lights appear!
The evening is advancing,
and darker night is near.
The Bridegroom is arising,
and soon he will draw nigh;
up, watch with expectation!
at the midnight comes the cry. See that your lamps are burning,
replenish them with oil;
look now for your salvation,
the end of sin and toil.
The marriage-feast is waiting,
the gates wide open stand;
rise up, ye heirs of glory,
the Bridegroom is at hand! Our hope and expectation,
O Jesus, now appear;
arise, thou Sun so longed for,
above this darkened sphere!
With hearts and hands uplifted,
we plead, O Lord, to see
the day of earth's redemption,
and ever be with thee!"
95,S68, The light of Christ,"he light of Christ.
Thanks be to God."
96,69, What is the crying at Jordan?,
97,70," Herald, sound the note of judgment",
98,71, Hark! the glad sound! the Savior comes,
99,72, Hark! the glad sound! the Savior comes," Hark, the glad sound! the Savior comes,
the Savior promised long:
let every heart prepare a throne,
and every voice a song. He comes, the prisoners to release
in Satan's bondage held;
the gates of brass before him burst,
the iron fetters yield. He comes, the broken heart to bind,
the bleeding soul to cure;
and with the treasures of his grace
to enrich the humble poor. Our glad hosannas, Prince of Peace,
thy welcome shall proclaim;
and heaven's eternal arches ring
with thy beloved Name."
100,S72," Alleluia, Christ is risen","lleluia, Christ is risen.
The Lord is risen indeed. Alleluia."
101,73, The King shall come when morning dawns," The King shall come when morning dawns
and light triumphant breaks;
when beauty gilds the eastern hills
and life to joy awakes. Not, as of old, a little child,
to bear, and fight, and die,
but crowned with glory like the sun
that lights the morning sky. The King shall come when morning dawns
and earth's dark night is past;
O haste the rising of that morn,
the day that e'er shall last; and let the endless bliss begin,
by weary saints foretold,
when right shall triumph over wrong,
and truth shall be extolled. The King shall come when morning dawns
and light and beauty brings:
Hail, Christ the Lord! Thy people pray,
come quickly, King of kings."
102,S73, Bless the Lord who forgives all our sins,"less the Lord who forgives all our sins.
His mercy endures forever."
103,74, Blest be the King whose coming," Blest be the King whose coming
is in the name of God!
For him let doors be opened,
no hearts against him barred!
Not robed in royal splendor,
in power and pomp, comes he;
but clad as are the poorest,
such his humility! Blest be the King whose coming
is in the name of God!
By those who truly listen
his voice is truly heard;
pity the proud and haughty,
who have not learned to heed
the Christ who is the Promise,
who has atonement made. Blest be the King whose coming
is in the name of God!
He only to the humble
reveals the face of God.
All power is his, all glory!
All things are in his hand,
all ages and all peoples,
till time itself shall end! Blest be the King whose coming
is in the name of God!
He offers to the burdened
the rest and grace they need.
Gentle is he and humble!
And light his yoke shall be,
for he would have us bear it
so he can make us free."
104,S74, There is one Body and one Spirit,"here is one Body and one Spirit;
There is one hope in God's call to us;
One Lord, one Faith, one Baptism;
One God and Father of all."
105,75, There's a voice in the wilderness crying," There’s a voice in the wilderness crying,
a call from the ways untrod:
Prepare in the desert a highway,
a highway for our God!
The valleys shall be exalted,
the lofty hills brought low;
make straight all the crooked places
where the Lord our God may go! O Zion, that bringest good tidings,
get thee up to the heights and sing!
Proclaim to a desolate people
the coming of their King.
Like the flowers of the field they perish,
like grass our works decay,
the power and pomp of nations
shall pass like a dream away; but the word of our God endureth,
the arm of the Lord is strong;
he stands in the midst of nations,
and he will right the wrong.
He shall feed His flock like a shepherd,
the lambs he'll gently hold;
to pastures of peace he’ll lead them,
and bring them safe to his fold."
106,S75," Lord, hear our prayer","ord, hear our prayer.Litany)he Lord be with you.
And also with you.
Let us give thanks to the Lord our God.
It is right to give him thanks and praise.
Amen."
107,76, On Jordan's bank the Baptist's cry," On Jordan's bank the Baptist's cry
announces that the Lord is nigh;
awake and hearken, for he brings
glad tidings of the King of kings. Then cleansed be every breast from sin;
make straight the way for God within,
and let each heart prepare a home
where such a mighty guest may come. For thou art our salvation, Lord,
our refuge, and our great reward;
without thy grace we waste away
like flowers that wither and decay. To heal the sick stretch out thine hand,
and bid the fallen sinner stand;
shine forth, and let thy light restore
earth's own true loveliness once more. All praise, eternal Son, to thee,
whose advent doth thy people free;
whom with the Father we adore
and Holy Spirit evermore."
108,S76," Blessed be God: Father, Son, and Holy Spirit","lessed be God: Father, Son, and Holy Spirit.
And blessed be his kingdom, now and for ever. Amen"
109,77," From east to west, from shore to shore"," From east to west, from shore to shore,
let every heart awake and sing
the holy child whom Mary bore,
the Christ, the everlasting King. Behold, the world's creator wears
the form and fashion of a slave;
our very flesh our Maker shares,
his fallen creatures all to save. For this how wondrously he wrought!
A maid in lowly human place
became, in ways beyond all thought,
the chosen vessel of his grace. And while the angels in the sky
sang praise above the silent field,
to shepherds poor the Lord Most High,
the one great Shepherd, was revealed. All glory for this blessed morn
to God the Father ever be;
all praise to thee, O Virgin-born,
all praise, O Holy Ghost, to thee."
