,Hymn Number,Hymn Title,Hymn Text
111,112, On Christmas Night All Christians Sing," On Christmas night all Christians sing,
to hear the news the angels bring;
on Christmas night all Christians sing,
to hear the news the angels bring,
news of great joy, news of great mirth,
news of our merciful King’s birth. Then why should we on earth be sad,
since our Redeemer made us glad;
then why should we on earth be sad,
since our Redeemer made us glad,
when from our sin he set us free,
all for to gain our liberty? When sin departs before his grace,
then life and health come in its place;
when sin departs before his grace,
then life and health comes in its place;
heaven and earth with joy may sing,
all for to see the newborn King. All out of darkness we have light,
which made the angels sing this night;
all out of darkness we have light,
which made the angels sing this night:
""Glory to God in highest heaven;
peace on earth and goodwill. Amen!"""
112,113, Angels We Have Heard on High," Angels we have heard on high,
sweetly singing o’er the plains,
and the mountains in reply
echoing their joyous strains.
Gloria in excelsis Deo!
Gloria in excelsis Deo! Shepherds, why this jubilee?
Why your joyous strains prolong?
What the gladsome tidings be
which inspire your heavenly song?
Gloria in excelsis Deo!
Gloria in excelsis Deo! Come to Bethlehem and see
him whose birth the angels sing;
come, adore on bended knee
Christ, the Lord, the newborn King.
Gloria in excelsis Deo!
Gloria in excelsis Deo!"
113,114, Away in a Manger," Away in a manger, no crib for his bed,
the little Lord Jesus laid down his sweet head.
The stars in the bright sky looked down where he lay,
the little Lord Jesus asleep on the hay. The cattle are lowing; the poor baby wakes,
but little Lord Jesus, no crying he makes.
I love thee, Lord Jesus; look down from the sky,
and stay by my side until morning is nigh. Be near me, Lord Jesus; I ask thee to stay
close by me forever and love me, I pray.
Bless all the dear children in thy tender care,
and fit us for heaven to live with thee there"
114,115, Away in a Manger," Away in a manger, no crib for his bed,
the little Lord Jesus laid down his sweet head.
The stars in the bright sky looked down where he lay,
the little Lord Jesus asleep on the hay. The cattle are lowing; the poor baby wakes,
but little Lord Jesus, no crying he makes.
I love thee, Lord Jesus; look down from the sky,
and stay by my side until morning is nigh. Be near me, Lord Jesus; I ask thee to stay
close by me forever and love me, I pray.
Bless all the dear children in thy tender care,
and fit us for heaven to live with thee there."
115,116, The Snow Lay on the Ground," The snow lay on the ground; the stars shone bright,
when Christ our Lord was born on Christmas night.
Venite adoremus Dominum.
Venite adoremus Dominum.efrain:
Venite adoremus Dominum.
Venite adoremus Dominum. ‘Twas gentle Mary maid, so young and strong,
who welcomed here the Christ-child with a song.
She laid him in a stall at Bethlehem;
the ass and oxen shared the roof with them. [Refrain] Saint Joseph too was by to tend the child,
to guard him, and protect his mother mild.
The angels hovered round and sang this song:
Venite adoremus Dominum. [Refrain] And thus that manger poor became a throne;
for he whom Mary bore was God the Son.
O come, then, let us join the heavenly host
to praise the Father, Son, and Holy Ghost. [Refrain]"
116,117, While Shepherds Watched Their Flocks," While shepherds watched their flocks by night,
all seated on the ground,
the angel of the Lord came down,
and glory shone around. “Fear not,” said he, for mighty dread
had seized their troubled mind:
“Glad tidings of great joy I bring
to you and humankind. “To you, in David’s town this day,
is born of David’s line
the Savior, who is Christ the Lord,
and this shall be the sign: “The heavenly babe you there shall find
to human view displayed,
all humbly wrapped in swathing bands,
and in a manger laid.” Thus spoke the seraph, and forthwith
appeared a shining throng
of angels praising God, who thus
addressed their joyful song: “All glory be to God on high,
and to the earth be peace;
good will to all from highest heaven
begin and never cease!”"
117,118, While Shepherds Watched Their Flocks," While shepherds watched their flocks by night,
all seated on the ground,
the angel of the Lord came down,
and glory shone around,
and glory shone around. “Fear not,” said he, for mighty dread
had seized their troubled mind:
“Glad tidings of great joy I bring
to you and humankind,
to you and humankind. “To you, in David’s town this day,
is born of David’s line
the Savior, who is Christ the Lord,
and this shall be the sign,
and this shall be the sign: “The heavenly babe you there shall find
to human view displayed,
all humbly wrapped in swathing bands,
and in a manger laid,
and in a manger laid.” Thus spoke the seraph, and forthwith
appeared a shining throng
of angels praising God, who thus
addressed their joyful song,
addressed their joyful song: “All glory be to God on high,
and to the earth be peace;
good will to all from highest heaven
begin and never cease,
begin and never cease!”"
118,119, Hark! The Herald Angels Sing," Hark! The herald angels sing,
“Glory to the newborn king.
Peace on earth and mercy mild,
God and sinners reconciled!”
Joyful, all ye nations, rise;
join the triumph of the skies;
with the angelic host proclaim,
“Christ is born in Bethlehem!”efrain:
Hark! The herald angels sing,
“Glory to the newborn king!” Christ, by highest heaven adored,
Christ. the everlasting Lord,
late in time behold him come,
offspring of the virgin’s womb.
Veiled in flesh the Godhead see;
hail the incarnate deity,
pleased in flesh with us to dwell,
Jesus, our Emmanuel. [Refrain] Hail the heaven-born Prince of Peace!
Hail the sun of righteousness!
Light and life to all he brings,
risen with healing in his wings.
Mild he lays his glory by,
born that we no more may die,
born to raise us from the earth,
born to give us second birth. [Refrain]"
119,120,120. Where Shepherds Lately Knelt,
120,121, O Little Town of Bethlehem," O little town of Bethlehem,
how still we see thee lie!
Above thy deep and dreamless sleep
the silent stars go by.
Yet in thy dark streets shineth
the everlasting light;
the hopes and fears of all the years
are met in thee tonight. For Christ is born of Mary
and, gathered all above,
while mortals sleep, the angels keep
their watch of wondering love.
O morning stars, together
proclaim the holy birth,
and praises sing to God the king,
and peace to all on earth. How silently, how silently,
the wondrous gift is given!
So God imparts to human hearts
the blessings of his heaven.
No ear may hear his coming,
but in this world of sin,
where meek souls will receive him, still
the dear Christ enters in. O holy child of Bethlehem,
descend to us, we pray;
cast out our sin and enter in;
be born in us today.
We hear the Christmas angels
the great glad tidings tell;
O come to us; abide with us,
our Lord Emmanuel!"
121,122," Silent Night, Holy Night!","NGLISH:
1 Silent night, holy night!
All is calm, all is bright
’round yon virgin mother and child!
Holy Infant, so tender and mild,
sleep in heavenly peace, sleep in heavenly peace. Silent night, holy night!
Shepherds quake at the sight;
glories stream from heaven afar,
heavenly hosts sing “Alleluia:
Christ the Savior is born; Christ the Savior is born!” Silent night, holy night!
Son of God, love’s pure light
radiant beams from thy holy face,
with the dawn of redeeming grace,
Jesus, Lord, at thy birth, Jesus, Lord, at thy birth. Silent night, holy night!
Wondrous star, lend thy light;
with the angels let us sing
Alleluia to our King:
Christ the Savior is born; Christ the Savior is born.ERMAN:
1 Stille Nacht, heilige Nacht!
Alles schläft, einsam wacht
nur das traute, hochheilige Paar.
Holder Knabe im lockigen Haar,
schlaf in himmlischer Ruh,
schlaf in himmlischer Ruh!PANISH:
1 ¡Noche de paz, noche de amor!
Todo duerme en derredor,
entre los astros que esparcen su luz,
bella, anunciando al niñito Jesús,
brilla la estrella de paz,
brilla la estrella de paz."
122,123, It Came Upon the Midnight Clear," It came upon the midnight clear,
that glorious song of old,
from angels bending near the earth,
to touch their harps of gold:
“Peace on the earth, good will to all,
from heaven’s all-gracious King”:
the world in solemn stillness lay,
to hear the angels sing. Still through the cloven skies they come,
with peaceful wings unfurled,
and still their heavenly music floats
o’er all the weary world:
above its sad and lowly plains
they bend on hovering wing,
and ever o’er its Babel sounds
the blessed angels sing. Yet with the woes of sin and strife
the world has suffered long;
beneath the heavenly hymn have rolled
two thousand years of wrong;
and we at war on earth hear not
the tidings that they bring;
O, hush the noise and cease the strife
to hear the angels sing! And you, beneath life’s crushing load,
whose forms are bending low,
who toil along the climbing way
with painful steps and slow,
look now, for glad and golden hours
come swiftly on the wing:
O, rest beside the weary road,
and hear the angels sing. For lo, the days are hastening on,
by prophets seen of old,
when with the ever-circling years
shall come the time foretold,
when peace shall over all the earth
its ancient splendors fling,
and the whole world give back the song
which now the angels sing."
123,124,"124. Still, Still, Still",
124,125,125. Before the Marvel of This Night,
125,126," Jesus, Jesus, O What a Wonderful Child","esus, Jesus, O what a wonderful child.
Jesus, Jesus, so holy, meek and mild;
new life, new hope the child will bring.
Listen to the angels sing:
“Glory, glory, glory!”
Let the heavens ring."
